nombre,weight_class,Genre,Height_cms,Reach_cms,Weight_lbs,ID_peleador
Adrian Yanez,Bantamweight,Male,170.18,177.8,135.0,1
Trevin Giles,Error,Male,182.88,187.96,185.0,2082
Trevin Giles,Middleweight,Male,182.88,187.96,185.0,2082
Trevin Giles,Peso_Pactado,Male,182.88,187.96,185.0,2082
Tai Tuivasa,Peso_Pactado,Male,187.96,190.5,264.0,1708
Tai Tuivasa,Error,Male,187.96,190.5,264.0,1708
Cheyanne Buys,Strawweight,Women,160.02,160.02,115.0,4
Marion Reneau,Bantamweight,Women,167.64,172.72,135.0,1856
Marion Reneau,Peso_Pactado,Women,167.64,172.72,135.0,1856
Marion Reneau,Error,Women,167.64,172.72,135.0,1856
Leonardo Santos,Peso_Pactado,Male,182.88,190.5,155.0,2075
Leonardo Santos,Lightweight,Male,182.88,190.5,155.0,2075
Leonardo Santos,Error,Male,182.88,190.5,155.0,2075
Song Kenan,Welterweight,Male,182.88,180.34,170.0,1916
Derek Brunson,Middleweight,Male,185.42,195.58,185.0,2258
Derek Brunson,Peso_Pactado,Male,185.42,195.58,185.0,2258
Derek Brunson,Error,Male,185.42,195.58,185.0,2258
Montel Jackson,Bantamweight,Male,177.8,190.5,135.0,1826
Montel Jackson,Peso_Pactado,Male,177.8,190.5,135.0,1826
Bruno Silva,Peso_Pactado,Male,182.88,187.08,185.0,2004
Bruno Silva,Error,Male,182.88,187.08,185.0,2004
Manel Kape,Flyweight,Male,165.1,172.72,125.0,1584
Misha Cirkunov,Light heavyweight,Male,190.5,195.58,205.0,2269
Misha Cirkunov,Peso_Pactado,Male,190.5,195.58,205.0,2269
Leon Edwards,Welterweight,Male,187.96,187.96,170.0,2048
Leon Edwards,Error,Male,187.96,187.96,170.0,2048
Charles Jourdain,Featherweight,Male,175.26,175.26,145.0,1860
Charles Jourdain,Error,Male,175.26,175.26,145.0,1860
Charles Jourdain,Peso_Pactado,Male,175.26,175.26,145.0,1860
Eryk Anders,Middleweight,Male,185.42,190.5,185.0,2136
Eryk Anders,Error,Male,185.42,190.5,185.0,2136
Eryk Anders,Peso_Pactado,Male,185.42,190.5,185.0,2136
Angela Hill,Strawweight,Women,160.02,162.56,115.0,1767
Angela Hill,Peso_Pactado,Women,160.02,162.56,115.0,1767
Jonathan Martinez,Bantamweight,Male,172.72,177.8,135.0,1717
Jonathan Martinez,Peso_Pactado,Male,172.72,177.8,135.0,1717
Dan Ige,Featherweight,Male,170.18,180.34,145.0,1833
Dan Ige,Error,Male,170.18,180.34,145.0,1833
Nasrat Haqparast,Lightweight,Male,177.8,182.88,155.0,1942
Cortney Casey,Flyweight,Women,170.18,170.18,125.0,2235
Cortney Casey,Peso_Pactado,Women,170.18,170.18,125.0,2235
Cortney Casey,Error,Women,170.18,170.18,125.0,2235
Matthew Semelsberger,Welterweight,Male,185.42,190.5,170.0,1786
Rani Yahya,Bantamweight,Male,167.64,170.18,135.0,2317
Rani Yahya,Error,Male,167.64,170.18,135.0,2317
Rani Yahya,Peso_Pactado,Male,167.64,170.18,135.0,2317
Gloria de Paula,Strawweight,Women,165.1,170.18,115.0,23
Dominick Cruz,Error,Male,172.72,172.72,135.0,1890
Dominick Cruz,Bantamweight,Male,172.72,172.72,135.0,1890
Dominick Cruz,Peso_Pactado,Male,172.72,172.72,135.0,1890
Song Yadong,Peso_Pactado,Male,172.72,170.18,145.0,1957
Song Yadong,Featherweight,Male,172.72,170.18,145.0,1957
Song Yadong,Error,Male,172.72,170.18,145.0,1957
Petr Yan,Bantamweight,Male,170.18,170.18,135.0,2072
Petr Yan,Peso_Pactado,Male,170.18,170.18,135.0,2072
Jan Blachowicz,Peso_Pactado,Male,187.96,198.12,205.0,1751
Jan Blachowicz,Light heavyweight,Male,187.96,198.12,205.0,1751
Jan Blachowicz,Error,Male,187.96,198.12,205.0,1751
Thiago Santos,Light heavyweight,Male,187.96,193.04,205.0,2060
Thiago Santos,Peso_Pactado,Male,187.96,193.04,205.0,2060
Thiago Santos,Error,Male,187.96,193.04,205.0,2060
Joseph Benavidez,Flyweight,Male,162.56,165.1,125.0,1822
Joseph Benavidez,Error,Male,162.56,165.1,125.0,1822
Amanda Nunes,Featherweight,Women,172.72,175.26,145.0,2129
Amanda Nunes,Peso_Pactado,Women,172.72,175.26,145.0,2129
Amanda Nunes,Error,Women,172.72,175.26,145.0,2129
Islam Makhachev,Lightweight,Male,177.8,177.8,155.0,2194
Islam Makhachev,Error,Male,177.8,177.8,155.0,2194
Tim Elliott,Flyweight,Male,170.18,167.64,125.0,1997
Tim Elliott,Error,Male,170.18,167.64,125.0,1997
Tim Elliott,Peso_Pactado,Male,170.18,167.64,125.0,1997
Livinha Souza,Strawweight,Women,160.02,160.02,115.0,1795
Livinha Souza,Error,Women,160.02,160.02,115.0,1795
Rogerio Bontorin,Flyweight,Male,165.1,170.18,125.0,2124
Rogerio Bontorin,Error,Male,165.1,170.18,125.0,2124
Uros Medic,Peso_Pactado,Male,185.42,180.34,155.0,35
Kennedy Nzechukwu,Light heavyweight,Male,195.58,210.82,205.0,2039
Sean Brady,Welterweight,Male,177.8,182.88,170.0,1992
Mario Bautista,Error,Male,175.26,175.26,135.0,1929
Mario Bautista,Bantamweight,Male,175.26,175.26,135.0,1929
Jairzinho Rozenstruik,Error,Male,193.04,198.12,242.0,1791
Jairzinho Rozenstruik,Peso_Pactado,Male,193.04,198.12,242.0,1791
Montana De La Rosa,Error,Women,170.18,172.72,125.0,1776
Montana De La Rosa,Flyweight,Women,170.18,172.72,125.0,1776
Vince Cachero,Peso_Pactado,Male,167.64,172.72,145.0,1804
Vince Cachero,Featherweight,Male,167.64,172.72,145.0,1804
Alexander Hernandez,Lightweight,Male,175.26,182.88,155.0,1697
Pedro Munhoz,Bantamweight,Male,167.64,165.1,135.0,2069
Pedro Munhoz,Peso_Pactado,Male,167.64,165.1,135.0,2069
Alex Caceres,Error,Male,177.8,185.42,145.0,2280
Alex Caceres,Featherweight,Male,177.8,185.42,145.0,2280
Alex Caceres,Peso_Pactado,Male,177.8,185.42,145.0,2280
Alexis Davis,Bantamweight,Women,167.64,172.72,135.0,2391
Alexis Davis,Peso_Pactado,Women,167.64,172.72,135.0,2391
Alexis Davis,Error,Women,167.64,172.72,135.0,2391
Nikita Krylov,Light heavyweight,Male,190.5,195.58,205.0,1895
Nikita Krylov,Peso_Pactado,Male,190.5,195.58,205.0,1895
Dustin Jacoby,Error,Male,190.5,193.04,205.0,2906
Dustin Jacoby,Light heavyweight,Male,190.5,193.04,205.0,2906
Dustin Jacoby,Peso_Pactado,Male,190.5,193.04,205.0,2906
Aleksei Oleinik,Error,Male,187.96,203.2,240.0,1798
Aleksei Oleinik,Peso_Pactado,Male,187.96,203.2,240.0,1798
Aleksei Oleinik,Heavyweight,Male,187.96,203.2,240.0,1798
Charles Rosa,Featherweight,Male,175.26,175.26,145.0,1892
Charles Rosa,Error,Male,175.26,175.26,145.0,1892
Phil Hawes,Middleweight,Male,182.88,195.58,185.0,1705
Curtis Blaydes,Error,Male,193.04,203.2,265.0,2218
Curtis Blaydes,Peso_Pactado,Male,193.04,203.2,265.0,2218
Curtis Blaydes,Heavyweight,Male,193.04,203.2,265.0,2218
Eddie Wineland,Bantamweight,Male,170.18,175.26,135.0,2348
Eddie Wineland,Error,Male,170.18,175.26,135.0,2348
Eddie Wineland,Peso_Pactado,Male,170.18,175.26,135.0,2348
Andrei Arlovski,Error,Male,190.5,195.58,240.0,2245
Andrei Arlovski,Heavyweight,Male,190.5,195.58,240.0,2245
Andrei Arlovski,Peso_Pactado,Male,190.5,195.58,240.0,2245
Jared Gordon,Featherweight,Male,175.26,172.72,145.0,1963
Jared Gordon,Peso_Pactado,Male,175.26,172.72,145.0,1963
Jared Gordon,Error,Male,175.26,172.72,145.0,1963
Ketlen Vieira,Bantamweight,Women,172.72,172.72,135.0,2247
Ketlen Vieira,Peso_Pactado,Women,172.72,172.72,135.0,2247
Aiemann Zahabi,Bantamweight,Male,172.72,172.72,135.0,56
Aiemann Zahabi,Error,Male,172.72,172.72,135.0,56
Serghei Spivac,Heavyweight,Male,190.5,198.12,260.0,1827
Serghei Spivac,Error,Male,190.5,198.12,260.0,1827
Nate Landwehr,Featherweight,Male,175.26,182.88,145.0,1880
Shana Dobson,Flyweight,Women,167.64,175.26,125.0,1789
Shana Dobson,Peso_Pactado,Women,167.64,175.26,125.0,1789
Maycee Barber,Flyweight,Women,165.1,165.1,125.0,1939
Maycee Barber,Peso_Pactado,Women,165.1,165.1,125.0,1939
Belal Muhammad,Welterweight,Male,180.34,182.88,170.0,1527
Maki Pitolo,Middleweight,Male,177.8,190.5,185.0,1869
Maki Pitolo,Error,Male,177.8,190.5,185.0,1869
Kamaru Usman,Welterweight,Male,182.88,193.04,170.0,2111
Kamaru Usman,Error,Male,182.88,193.04,170.0,2111
Kamaru Usman,Peso_Pactado,Male,182.88,193.04,170.0,2111
Ricky Simon,Error,Male,167.64,175.26,135.0,1956
Ricky Simon,Bantamweight,Male,167.64,175.26,135.0,1956
Kelvin Gastelum,Middleweight,Male,175.26,180.34,185.0,1820
Kelvin Gastelum,Error,Male,175.26,180.34,185.0,1820
Kelvin Gastelum,Peso_Pactado,Male,175.26,180.34,185.0,1820
Polyana Viana,Strawweight,Women,165.1,170.18,115.0,2037
Polyana Viana,Peso_Pactado,Women,165.1,170.18,115.0,2037
Polyana Viana,Error,Women,165.1,170.18,115.0,2037
Rodolfo Vieira,Middleweight,Male,182.88,185.42,185.0,67
Gabe Green,Welterweight,Male,177.8,185.42,170.0,1872
Andre Ewell,Error,Male,172.72,190.5,135.0,1998
Andre Ewell,Bantamweight,Male,172.72,190.5,135.0,1998
Andre Ewell,Peso_Pactado,Male,172.72,190.5,135.0,1998
Alexandre Pantoja,Flyweight,Male,165.1,170.18,125.0,2096
Karol Rosa,Bantamweight,Women,165.1,170.18,135.0,71
Karol Rosa,Peso_Pactado,Women,165.1,170.18,135.0,71
Devonte Smith,Lightweight,Male,175.26,193.04,155.0,72
Devonte Smith,Peso_Pactado,Male,175.26,193.04,155.0,72
Michael Johnson,Lightweight,Male,177.8,185.42,155.0,2099
Michael Johnson,Error,Male,177.8,185.42,155.0,2099
Michael Johnson,Peso_Pactado,Male,177.8,185.42,155.0,2099
Alistair Overeem,Peso_Pactado,Male,193.04,203.2,265.0,2328
Alistair Overeem,Heavyweight,Male,193.04,203.2,265.0,2328
Alistair Overeem,Error,Male,193.04,203.2,265.0,2328
Diego Ferreira,Lightweight,Male,175.26,187.96,155.0,1937
Diego Ferreira,Error,Male,175.26,187.96,155.0,1937
Cory Sandhagen,Bantamweight,Male,180.34,177.8,135.0,1726
Cory Sandhagen,Peso_Pactado,Male,180.34,177.8,135.0,1726
Mike Rodriguez,Light heavyweight,Male,193.04,208.28,205.0,1769
Ode Osbourne,Featherweight,Male,170.18,185.42,145.0,1941
SeungWoo Choi,Featherweight,Male,182.88,187.96,145.0,2044
Molly McCann,Flyweight,Women,162.56,157.48,125.0,2067
Molly McCann,Error,Women,162.56,157.48,125.0,2067
Timur Valiev,Featherweight,Male,167.64,170.18,145.0,81
Timur Valiev,Error,Male,167.64,170.18,145.0,81
Dan Hooker,Lightweight,Male,182.88,190.5,155.0,1849
Dan Hooker,Error,Male,182.88,190.5,155.0,1849
Dan Hooker,Peso_Pactado,Male,182.88,190.5,155.0,1849
Andrew Sanchez,Middleweight,Male,185.42,187.96,185.0,2000
Andrew Sanchez,Peso_Pactado,Male,185.42,187.96,185.0,2000
Andrew Sanchez,Error,Male,185.42,187.96,185.0,2000
Julianna Pena,Bantamweight,Women,167.64,175.26,135.0,1741
Julianna Pena,Error,Women,167.64,175.26,135.0,1741
Julianna Pena,Peso_Pactado,Women,167.64,175.26,135.0,1741
Jessica Eye,Flyweight,Women,167.64,167.64,125.0,2071
Jessica Eye,Error,Women,167.64,167.64,125.0,2071
Jessica Eye,Peso_Pactado,Women,167.64,167.64,125.0,2071
Dustin Poirier,Lightweight,Male,175.26,182.88,155.0,2023
Dustin Poirier,Error,Male,175.26,182.88,155.0,2023
Dustin Poirier,Peso_Pactado,Male,175.26,182.88,155.0,2023
Brad Tavares,Middleweight,Male,185.42,187.96,185.0,2237
Brad Tavares,Error,Male,185.42,187.96,185.0,2237
Brad Tavares,Peso_Pactado,Male,185.42,187.96,185.0,2237
Arman Tsarukyan,Lightweight,Male,170.18,182.88,155.0,1828
Marina Rodriguez,Error,Women,167.64,165.1,115.0,1812
Marina Rodriguez,Strawweight,Women,167.64,165.1,115.0,1812
Amir Albazi,Flyweight,Male,165.1,172.72,125.0,1825
Khalil Rountree Jr.,Light heavyweight,Male,185.42,193.04,205.0,2006
Khalil Rountree Jr.,Error,Male,185.42,193.04,205.0,2006
Nik Lentz,Featherweight,Male,172.72,172.72,145.0,1935
Nik Lentz,Peso_Pactado,Male,172.72,172.72,145.0,1935
Nik Lentz,Error,Male,172.72,172.72,145.0,1935
Omari Akhmedov,Middleweight,Male,182.88,185.42,185.0,1949
Omari Akhmedov,Error,Male,182.88,185.42,185.0,1949
Omari Akhmedov,Peso_Pactado,Male,182.88,185.42,185.0,1949
Warlley Alves,Welterweight,Male,180.34,182.88,170.0,2186
Warlley Alves,Peso_Pactado,Male,180.34,182.88,170.0,2186
Matt Schnell,Flyweight,Male,172.72,177.8,125.0,1945
Matt Schnell,Peso_Pactado,Male,172.72,177.8,125.0,1945
Roxanne Modafferi,Flyweight,Women,170.18,175.26,125.0,2159
Roxanne Modafferi,Peso_Pactado,Women,170.18,175.26,125.0,2159
Roxanne Modafferi,Error,Women,170.18,175.26,125.0,2159
Ike Villanueva,Peso_Pactado,Male,185.42,185.42,225.0,1886
Michael Chiesa,Welterweight,Male,185.42,190.5,170.0,1933
Michael Chiesa,Error,Male,185.42,190.5,170.0,1933
Michael Chiesa,Peso_Pactado,Male,185.42,190.5,170.0,1933
Lerone Murphy,Featherweight,Male,175.26,185.42,145.0,1831
Su Mudaerji,Flyweight,Male,172.72,182.88,125.0,100
Su Mudaerji,Error,Male,172.72,182.88,125.0,100
Francisco Figueiredo,Error,Male,167.64,175.26,135.0,101
Mike Davis,Error,Male,182.88,182.88,145.0,2091
Mike Davis,Peso_Pactado,Male,182.88,182.88,145.0,2091
Dalcha Lungiambula,Middleweight,Male,172.72,193.04,185.0,1971
Dalcha Lungiambula,Peso_Pactado,Male,172.72,193.04,185.0,1971
Dalcha Lungiambula,Error,Male,172.72,193.04,185.0,1971
Umar Nurmagomedov,Bantamweight,Male,172.72,177.39,135.0,104
Victoria Leonardo,Flyweight,Women,165.1,162.56,125.0,105
Wu Yanan,Error,Women,172.72,167.64,125.0,106
Wu Yanan,Flyweight,Women,172.72,167.64,125.0,106
Punahele Soriano,Middleweight,Male,180.34,182.88,185.0,107
Carlos Felipe,Error,Male,182.88,190.5,245.0,1744
Carlos Condit,Welterweight,Male,187.96,190.5,170.0,2428
Carlos Condit,Error,Male,187.96,190.5,170.0,2428
Carlos Condit,Peso_Pactado,Male,187.96,190.5,170.0,2428
David Zawada,Welterweight,Male,182.88,190.5,170.0,1972
Joaquin Buckley,Middleweight,Male,177.8,193.04,185.0,1734
Joaquin Buckley,Error,Male,177.8,193.04,185.0,1734
Santiago Ponzinibbio,Welterweight,Male,182.88,185.42,170.0,2152
Santiago Ponzinibbio,Error,Male,182.88,185.42,170.0,2152
Max Holloway,Featherweight,Male,180.34,175.26,145.0,1843
Max Holloway,Peso_Pactado,Male,180.34,175.26,145.0,1843
Max Holloway,Error,Male,180.34,175.26,145.0,1843
Sarah Moras,Bantamweight,Women,170.18,170.18,135.0,1885
Sarah Moras,Error,Women,170.18,170.18,135.0,1885
Sarah Moras,Peso_Pactado,Women,170.18,170.18,135.0,1885
Jacob Kilburn,Featherweight,Male,175.26,182.88,145.0,1959
Marlon Moraes,Bantamweight,Male,167.64,170.18,135.0,2073
Sijara Eubanks,Bantamweight,Women,162.56,170.18,135.0,1747
Sijara Eubanks,Peso_Pactado,Women,162.56,170.18,135.0,1747
Deron Winn,Middleweight,Male,167.64,177.8,185.0,1907
Stephen Thompson,Welterweight,Male,182.88,190.5,170.0,2368
Stephen Thompson,Peso_Pactado,Male,182.88,190.5,170.0,2368
Stephen Thompson,Error,Male,182.88,190.5,170.0,2368
Jose Aldo,Bantamweight,Male,170.18,177.8,135.0,1842
Jose Aldo,Error,Male,170.18,177.8,135.0,1842
Jose Aldo,Peso_Pactado,Male,170.18,177.8,135.0,1842
Anthony Pettis,Error,Male,177.8,182.88,155.0,2100
Anthony Pettis,Lightweight,Male,177.8,182.88,155.0,2100
Anthony Pettis,Peso_Pactado,Male,177.8,182.88,155.0,2100
Marcin Tybura,Error,Male,190.5,198.12,249.0,1730
Marcin Tybura,Peso_Pactado,Male,190.5,198.12,249.0,1730
Michel Pereira,Welterweight,Male,185.42,185.42,170.0,1920
Gillian Robertson,Flyweight,Women,165.1,160.02,125.0,1857
Gillian Robertson,Peso_Pactado,Women,165.1,160.02,125.0,1857
Jimmy Flick,Flyweight,Male,170.18,172.72,125.0,125
Tafon Nchukwi,Peso_Pactado,Male,182.88,195.58,205.0,126
Christos Giagos,Error,Male,177.8,180.34,155.0,2076
Christos Giagos,Lightweight,Male,177.8,180.34,155.0,2076
Christos Giagos,Peso_Pactado,Male,177.8,180.34,155.0,2076
Renato Moicano,Lightweight,Male,180.34,182.88,155.0,2123
Renato Moicano,Peso_Pactado,Male,180.34,182.88,155.0,2123
Renato Moicano,Error,Male,180.34,182.88,155.0,2123
Kevin Holland,Middleweight,Male,190.5,205.74,185.0,1522
Kevin Holland,Peso_Pactado,Male,190.5,205.74,185.0,1522
Mackenzie Dern,Strawweight,Women,162.56,160.02,115.0,2246
Mackenzie Dern,Error,Women,162.56,160.02,115.0,2246
Tony Ferguson,Lightweight,Male,180.34,193.04,155.0,2403
Tony Ferguson,Error,Male,180.34,193.04,155.0,2403
Tony Ferguson,Peso_Pactado,Male,180.34,193.04,155.0,2403
Deiveson Figueiredo,Flyweight,Male,165.1,172.72,125.0,1909
Junior Dos Santos,Error,Male,193.04,195.58,238.0,1930
Junior Dos Santos,Peso_Pactado,Male,193.04,195.58,238.0,1930
Gavin Tucker,Featherweight,Male,167.64,167.64,145.0,1532
Gavin Tucker,Error,Male,167.64,167.64,145.0,1532
Cub Swanson,Featherweight,Male,172.72,177.8,145.0,2232
Cub Swanson,Error,Male,172.72,177.8,145.0,2232
Cub Swanson,Peso_Pactado,Male,172.72,177.8,145.0,2232
Tecia Torres,Strawweight,Women,154.94,152.4,115.0,2195
Tecia Torres,Error,Women,154.94,152.4,115.0,2195
Chase Hooper,Featherweight,Male,185.42,187.96,145.0,1865
Gabriel Benitez,Lightweight,Male,172.72,180.34,155.0,2274
Gabriel Benitez,Peso_Pactado,Male,172.72,180.34,155.0,2274
Gabriel Benitez,Error,Male,172.72,180.34,155.0,2274
Roman Dolidze,Error,Male,187.96,193.04,205.0,1516
Roman Dolidze,Light heavyweight,Male,187.96,193.04,205.0,1516
Ilia Topuria,Featherweight,Male,170.18,175.26,145.0,1731
Louis Smolka,Bantamweight,Male,175.26,172.72,135.0,2150
Louis Smolka,Error,Male,175.26,172.72,135.0,2150
Louis Smolka,Peso_Pactado,Male,175.26,172.72,135.0,2150
Gian Villante,Heavyweight,Male,190.5,193.04,230.0,2324
Gian Villante,Error,Male,190.5,193.04,230.0,2324
Gian Villante,Peso_Pactado,Male,190.5,193.04,230.0,2324
Ovince Saint Preux,Light heavyweight,Male,190.5,203.2,205.0,1883
Ovince Saint Preux,Peso_Pactado,Male,190.5,203.2,205.0,1883
Ovince Saint Preux,Error,Male,190.5,203.2,205.0,1883
Matt Wiman,Lightweight,Male,177.8,172.72,155.0,1960
Matt Wiman,Error,Male,177.8,172.72,155.0,1960
Matt Wiman,Peso_Pactado,Male,177.8,172.72,155.0,1960
Jack Hermansson,Middleweight,Male,185.42,195.58,185.0,2090
Jack Hermansson,Peso_Pactado,Male,185.42,195.58,185.0,2090
Jack Hermansson,Error,Male,185.42,195.58,185.0,2090
Ashlee Evans-Smith,Bantamweight,Women,172.72,170.18,135.0,2242
Ashlee Evans-Smith,Peso_Pactado,Women,172.72,170.18,135.0,2242
Ashlee Evans-Smith,Error,Women,172.72,170.18,135.0,2242
Jonathan Pearce,Featherweight,Male,182.88,180.34,145.0,1988
Jonathan Pearce,Peso_Pactado,Male,182.88,180.34,145.0,1988
Miguel Baeza,Welterweight,Male,187.96,187.96,170.0,1879
Josh Parisian,Heavyweight,Male,193.04,200.66,265.0,149
Anthony Smith,Light heavyweight,Male,193.04,193.04,205.0,2077
Anthony Smith,Error,Male,193.04,193.04,205.0,2077
Anthony Smith,Peso_Pactado,Male,193.04,193.04,205.0,2077
Spike Carlyle,Featherweight,Male,172.72,180.34,145.0,1875
Martin Day,Featherweight,Male,177.8,185.42,145.0,1595
Martin Day,Peso_Pactado,Male,177.8,185.42,145.0,1595
Martin Day,Error,Male,177.8,185.42,145.0,1595
Luke Sanders,Bantamweight,Male,167.64,170.18,135.0,2118
Luke Sanders,Peso_Pactado,Male,167.64,170.18,135.0,2118
Gina Mazany,Flyweight,Women,167.64,172.72,125.0,1863
Gina Mazany,Peso_Pactado,Women,167.64,172.72,125.0,1863
Gina Mazany,Error,Women,167.64,172.72,125.0,1863
Brandon Moreno,Flyweight,Male,170.18,177.8,125.0,1645
Brandon Moreno,Peso_Pactado,Male,170.18,177.8,125.0,1645
Katlyn Chookagian,Flyweight,Women,175.26,172.72,125.0,1925
Katlyn Chookagian,Peso_Pactado,Women,175.26,172.72,125.0,1925
Katlyn Chookagian,Error,Women,175.26,172.72,125.0,1925
Antonina Shevchenko,Flyweight,Women,172.72,170.18,125.0,1873
Valentina Shevchenko,Flyweight,Women,165.1,167.64,125.0,2308
Valentina Shevchenko,Peso_Pactado,Women,165.1,167.64,125.0,2308
Valentina Shevchenko,Error,Women,165.1,167.64,125.0,2308
Mauricio Rua,Light heavyweight,Male,185.42,193.04,205.0,3025
Mauricio Rua,Error,Male,185.42,193.04,205.0,3025
Mauricio Rua,Peso_Pactado,Male,185.42,193.04,205.0,3025
Mike Perry,Welterweight,Male,177.8,180.34,170.0,1948
Mike Perry,Error,Male,177.8,180.34,170.0,1948
Alan Jouban,Welterweight,Male,182.88,185.42,170.0,2249
Daniel Rodriguez,Welterweight,Male,185.42,187.96,170.0,1917
Louis Cosce,Welterweight,Male,175.26,180.34,170.0,163
Kyle Daukaus,Middleweight,Male,190.5,193.04,185.0,1850
Ashley Yoder,Strawweight,Women,170.18,175.26,115.0,1530
Ashley Yoder,Error,Women,170.18,175.26,115.0,1530
Ashley Yoder,Peso_Pactado,Women,170.18,175.26,115.0,1530
Kay Hansen,Strawweight,Women,157.48000000000002,160.02,115.0,166
Randa Markos,Strawweight,Women,162.56,160.02,115.0,1756
Randa Markos,Peso_Pactado,Women,162.56,160.02,115.0,1756
Randa Markos,Error,Women,162.56,160.02,115.0,1756
Brendan Allen,Middleweight,Male,187.96,190.5,185.0,168
Geraldo de Freitas,Bantamweight,Male,170.18,182.88,135.0,169
Geraldo de Freitas,Error,Male,170.18,182.88,135.0,169
Alex Morono,Error,Male,180.34,182.88,170.0,1634
Alex Morono,Welterweight,Male,180.34,182.88,170.0,1634
Abdul Razak Alhassan,Welterweight,Male,177.8,185.42,170.0,2263
Abdul Razak Alhassan,Error,Male,177.8,185.42,170.0,2263
Paul Felder,Lightweight,Male,180.34,177.8,155.0,2024
Paul Felder,Error,Male,180.34,177.8,155.0,2024
Paul Felder,Peso_Pactado,Male,180.34,177.8,155.0,2024
Don'Tale Mayes,Peso_Pactado,Male,198.12,205.74,260.0,1881
Don'Tale Mayes,Error,Male,198.12,205.74,260.0,1881
Alexandr Romanov,Error,Male,187.96,190.5,262.0,174
Alexandr Romanov,Peso_Pactado,Male,187.96,190.5,262.0,174
Claudia Gadelha,Strawweight,Women,162.56,160.02,115.0,2450
Claudia Gadelha,Error,Women,162.56,160.02,115.0,2450
Darren Elkins,Featherweight,Male,177.8,180.34,145.0,2153
Darren Elkins,Error,Male,177.8,180.34,145.0,2153
Darren Elkins,Peso_Pactado,Male,177.8,180.34,145.0,2153
Giga Chikadze,Featherweight,Male,182.88,187.96,145.0,2009
Giga Chikadze,Peso_Pactado,Male,182.88,187.96,145.0,2009
Giga Chikadze,Error,Male,182.88,187.96,145.0,2009
Raoni Barcelos,Bantamweight,Male,170.18,170.18,135.0,2204
Raoni Barcelos,Error,Male,170.18,170.18,135.0,2204
Raoni Barcelos,Peso_Pactado,Male,170.18,170.18,135.0,2204
Gustavo Lopez,Bantamweight,Male,165.1,170.18,135.0,1515
Max Griffin,Welterweight,Male,180.34,193.04,170.0,1521
Chris Gruetzemacher,Lightweight,Male,172.72,172.72,155.0,2241
Chris Gruetzemacher,Error,Male,172.72,172.72,155.0,2241
Maurice Greene,Error,Male,200.66,203.2,258.0,1847
Sean Strickland,Middleweight,Male,185.42,193.04,185.0,1682
Sean Strickland,Error,Male,185.42,193.04,185.0,1682
Bobby Green,Lightweight,Male,177.8,180.34,155.0,1807
Bobby Green,Peso_Pactado,Male,177.8,180.34,155.0,1807
Bobby Green,Error,Male,177.8,180.34,155.0,1807
Uriah Hall,Middleweight,Male,182.88,200.66,185.0,2306
Uriah Hall,Peso_Pactado,Male,182.88,200.66,185.0,2306
Uriah Hall,Error,Male,182.88,200.66,185.0,2306
Bryce Mitchell,Featherweight,Male,177.8,177.8,145.0,2212
Cole Williams,Welterweight,Male,182.88,185.42,170.0,2042
Miles Johns,Error,Male,170.18,167.64,135.0,2017
Miles Johns,Bantamweight,Male,170.18,167.64,135.0,2017
Jacob Malkoun,Middleweight,Male,175.26,185.42,185.0,189
Alexander Volkov,Peso_Pactado,Male,200.66,203.2,250.0,1588
Alexander Volkov,Heavyweight,Male,200.66,203.2,250.0,1588
Alexander Volkov,Error,Male,200.66,203.2,250.0,1588
Magomed Ankalaev,Light heavyweight,Male,190.5,190.5,205.0,1560
Magomed Ankalaev,Peso_Pactado,Male,190.5,190.5,205.0,1560
Stefan Struve,Error,Male,210.82,213.36,265.0,2201
Stefan Struve,Heavyweight,Male,210.82,213.36,265.0,2201
Stefan Struve,Peso_Pactado,Male,210.82,213.36,265.0,2201
Robert Whittaker,Middleweight,Male,182.88,185.42,185.0,2329
Robert Whittaker,Error,Male,182.88,185.42,185.0,2329
Robert Whittaker,Peso_Pactado,Male,182.88,185.42,185.0,2329
Lauren Murphy,Flyweight,Women,165.1,170.18,125.0,1858
Lauren Murphy,Peso_Pactado,Women,165.1,170.18,125.0,1858
Lauren Murphy,Error,Women,165.1,170.18,125.0,1858
Khabib Nurmagomedov,Lightweight,Male,177.8,177.8,155.0,2709
Khabib Nurmagomedov,Peso_Pactado,Male,177.8,177.8,155.0,2709
Khabib Nurmagomedov,Error,Male,177.8,177.8,155.0,2709
Nathaniel Wood,Lightweight,Male,167.64,175.26,140.0,1921
Nathaniel Wood,Error,Male,167.64,175.26,140.0,1921
Joel Alvarez,Lightweight,Male,190.5,195.58,155.0,1819
Liana Jojua,Flyweight,Women,162.56,157.48,125.0,1835
Liana Jojua,Error,Women,162.56,157.48,125.0,1835
Da-Un Jung,Light heavyweight,Male,193.04,198.12,205.0,199
Alex Oliveira,Welterweight,Male,180.34,193.04,170.0,2007
Alex Oliveira,Peso_Pactado,Male,180.34,193.04,170.0,2007
Alex Oliveira,Error,Male,180.34,193.04,170.0,2007
Thomas Almeida,Peso_Pactado,Male,170.18,177.8,145.0,2323
Thomas Almeida,Error,Male,170.18,177.8,145.0,2323
Jimmy Crute,Light heavyweight,Male,187.96,187.96,205.0,2016
Mateusz Gamrot,Lightweight,Male,177.8,177.8,155.0,203
